"";"SERCODIGOTROLL";"QtdConsultas";"Posicao";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"10025";"SCN104_PIBAGRBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - agropecuária - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - agropecuária: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10026";"SCN104_PIBIEXBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - extrativa mineral - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - indústria extrativa mineral: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10027";"SCN104_PIBITRBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - transformação - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - indústria de transformação: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10028";"SCN104_PIBICCBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - construção - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - indústria da construção civil: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10029";"SCN104_PIBIUPBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - elet., gás e saneamento básico - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - indústria - produção e distribuição - eletricidade e gás, água, esgoto e limpeza urbana: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10030";"SCN104_PIBINDBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - indústria: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10031";"SCN104_PIBSCOBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - comércio - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - serviços - comércio: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10032";"SCN104_PIBSTRBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - transp., armazenagem e correio - base móvel (média do ano anterior=100)";"Produto interno bruto (PIB) - serviços - transporte, armazenagem e correio: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10033";"SCN104_PIBSCMNBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - serviços de informação - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - serviços - serviços de informação: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10034";"SCN104_PIBSIFBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - intermediação financeira - base móvel (média do ano anterior =100)";"Produto interno bruto (PIB) - serviços - intermediação financeira e seguros: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10035";"SCN104_PIBSOSBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - outros - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - serviços - outros serviços: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10036";"SCN104_PIBSALBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - imobiliários e aluguel - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - serviços - serviços imobiliários e aluguel: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10037";"SCN104_PIBSAPBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - APU, educação e saúde públicas - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - serviços - administração pública, educação pública e saúde pública: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10038";"SCN104_PIBSERBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - serviços: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10039";"SCN104_PIBBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - preços básicos - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) a preços básicos: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10040";"SCN104_PIBIVABM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - impostos sobre produtos - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) - impostos sobre produtos: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10041";"SCN104_PIBPMBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - preços de mercado - base móvel (média do ano anterior = 100)";"Produto interno bruto (PIB) a preços de mercado: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10042";"SCN104_CFPPBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Consumo final - famílias - base móvel (média do ano anterior = 100)";"Consumo final das famílias: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10043";"SCN104_CFGGBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Consumo final - APU - base móvel (média do ano anterior = 100)";"Consumo final da administração pública: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10044";"SCN104_FBKFBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Capital fixo - formação bruta - base móvel (média do ano anterior = 100)";"Formação bruta de capital fixo: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10045";"SCN104_XBSZBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Exportações - bens e serviços - base móvel (média do ano anterior = 100)";"Exportações de bens e serviços: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10046";"SCN104_MBSZBM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Importações - bens e serviços - base móvel (média do ano anterior = 100)";"Importações de bens e serviços: base móvel (média do ano anterior = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10047";"SCN104_PIBAGR104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - agropecuária - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - agropecuária: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10048";"SCN104_PIBIEX104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - extrativa mineral - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - indústria extrativa mineral: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10049";"SCN104_PIBITR104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - transformação - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - indústria de transformação: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10050";"SCN104_PIBICC104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - construção - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - indústria da construção civil: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10051";"SCN104_PIBIUP104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - elet., gás e saneamento básico - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - indústria - produção e distribuição - eletricidade e gás, água, esgoto e limpeza urbana: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10052";"SCN104_PIBIND104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - indústria: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10053";"SCN104_PIBSCO104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - comércio - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - comércio: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10054";"SCN104_PIBSTR104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - transp., armazenagem e correio - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - transporte, armazenagem e correio: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10055";"SCN104_PIBSCMN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - serviços de informação - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - serviços de informação: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10056";"SCN104_PIBSIF104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - intermediação financeira - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - intermediação financeira e seguros: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10057";"SCN104_PIBSOS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - outros - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - outros serviços: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10058";"SCN104_PIBSAL104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - imobiliários e aluguel - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - serviços imobiliários e aluguel: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10059";"SCN104_PIBSAP104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - APU, educação e saúde públicas - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - administração pública, educação pública e saúde pública: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10060";"SCN104_PIBSER104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - serviços: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10061";"SCN104_PIB104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - preços básicos - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) a preços básicos: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10062";"SCN104_PIBIVA104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - impostos sobre produtos - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) - impostos sobre produtos: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10063";"SCN104_PIBPM104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - preços de mercado - índice encadeado (média 1995 = 100)";"Produto interno bruto (PIB) a preços de mercado: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10064";"SCN104_CFPPI104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Consumo final - famílias - índice encadeado (média 1995 = 100)";"Consumo final das famílias: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10065";"SCN104_CFGGI104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Consumo final - APU - índice encadeado (média 1995 = 100)";"Consumo final da administração pública: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10066";"SCN104_FBKFI104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Capital fixo - formação bruta - índice encadeado (média 1995 = 100)";"Formação bruta de capital fixo: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10067";"SCN104_XBSZI104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Exportações - bens e serviços - índice encadeado (média 1995 = 100)";"Exportações de bens e serviços: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10068";"SCN104_MBSZI104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Importações - bens e serviços - índice encadeado (média 1995 = 100)";"Importações de bens e serviços: índice encadeado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10069";"SCN104_PIBAGPV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - agropecuária";"Produto interno bruto (PIB) - agropecuária";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10070";"SCN104_PIBIEXV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - extrativa mineral";"Produto interno bruto (PIB) - indústria extrativa mineral";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10071";"SCN104_PIBITRV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - transformação";"Produto interno bruto (PIB) - indústria de transformação";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10072";"SCN104_PIBICCV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - construção";"Produto interno bruto (PIB) - indústria da construção civil";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10073";"SCN104_PIBIUPV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - elet., gás e saneamento básico";"Produto interno bruto (PIB) - indústria - produção e distribuição - eletricidade e gás, água, esgoto e limpeza urbana";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10074";"SCN104_PIBINDV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria";"Produto interno bruto (PIB) - indústria";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10075";"SCN104_PIBSCOV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - comércio";"Produto interno bruto (PIB) - serviços - comércio";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10076";"SCN104_PIBSTRV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - transp., armazenagem e correio";"Produto interno bruto (PIB) - serviços - transporte, armazenagem e correio";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10077";"SCN104_PIBSCMNV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - serviços de informação";"Produto interno bruto (PIB) - serviços - serviços de informação";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10078";"SCN104_PIBSIFV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - intermediação financeira";"Produto interno bruto (PIB) - serviços - intermediação financeira e seguros";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10079";"SCN104_PIBSOSV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - outros";"Produto interno bruto (PIB) - serviços - outros serviços";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10080";"SCN104_PIBSALV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - imobiliários e aluguel";"Produto interno bruto (PIB) - serviços - serviços imobiliários e aluguel";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10081";"SCN104_PIBSAPV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - APU, educação e saúde públicas";"Produto interno bruto (PIB) - serviços - administração pública, educação pública e saúde pública";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10082";"SCN104_PIBSERV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços";"Produto interno bruto (PIB) - serviços";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10083";"SCN104_PIBPBN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - preços básicos";"Produto interno bruto (PIB) a preços básicos";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10084";"SCN104_PIBIVAV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - impostos sobre produtos";"Produto interno bruto (PIB) - impostos sobre produtos";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10085";"SCN104_PIBPMV104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - preços de mercado";"Produto interno bruto (PIB) a preços de mercado";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10086";"SCN104_CFPPN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Consumo final - famílias";"Consumo final das famílias";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10087";"SCN104_CFGGN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Consumo final - APU";"Consumo final da administração pública";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10088";"SCN104_FBKFN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Capital fixo - formação bruta";"Formação bruta de capital fixo";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10089";"SCN104_VESTON104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Capital - formação bruta - variação de estoque";"Formação bruta de capital - variação de estoque";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10090";"SCN104_XBSZN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Exportações - bens e serviços";"Exportações de bens e serviços";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10091";"SCN104_MBSZN104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"Importações - bens e serviços";"Importações de bens e serviços";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10092";"SCN104_PIBAGPAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - agropecuária - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - agropecuária: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10093";"SCN104_PIBIEXAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - extrativa mineral - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - indústria extrativa mineral: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10094";"SCN104_PIBITRAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - transformação - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - indústria de transformação: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10095";"SCN104_PIBICCAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - construção - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - indústria da construção civil: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10096";"SCN104_PIBIUPAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - elet.,gás e saneamento básico - índice encadeado - dessaz.(média 1995 = 100)";"Produto interno bruto (PIB) - indústria - produção e distribuição - eletricidade e gás, água, esgoto e limpeza urbana: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10097";"SCN104_PIBINDAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - indústria - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - indústria: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10098";"SCN104_PIBSCOAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - comércio - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - comércio: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10099";"SCN104_PIBSTRAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - transp., armazenagem e correio - índ.encadeado - dessaz.(média 1995=100)";"Produto interno bruto (PIB) - serviços - transporte, armazenagem e correio: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10100";"SCN104_PIBSCMNAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - serviços de informação - índice encadeado - dessaz. (média 1995 = 100)";"Produto interno bruto (PIB) - serviços - serviços de informação: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
"10101";"SCN104_PIBSIFAS104";NA;NA;"Ativa";"IBGE/SCN 2010 Trim.";"Contas nacionais";"PIB - serviços - intermediação financeira - índice encadeado - dessaz. (média 1995= 100)";"Produto interno bruto (PIB) - serviços - intermediação financeira e seguros: índice encadeado dessazonalizado (média 1995 = 100)";"Não oculta";"Internet";90;0;0;"Incluída em 10 / maio / 2015.";NA;"SCN104";"Internet";"Macro"
