"";"SERCODIGOTROLL";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"7305";"FUNCEX_MQCOMN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: material eletrônico e de comunicações - quantum - índice (média 2006 = 100)";"Importações - setor: material eletrônico e de comunicações - quantum - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7306";"FUNCEX_MQHOSPN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: equipamentos médico-hospitalares - quantum - índice (média 2006 = 100)";"Importações - setor: equipamentos médico-hospitalares, de automação industrial e de precisão - quantum - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7307";"FUNCEX_MQVEICN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: veículos automotores, reboques,carrocerias - quantum - índice(média 2006 = 100)";"Importações - setor: veículos automotores, reboques e carrocerias - quantum - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7308";"FUNCEX_MQOUTTRANSN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: outros equipamentos de transporte - quantum - índice (média 2006 = 100)";"Importações - setor: outros equipamentos de transporte - quantum - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7309";"FUNCEX_MQMOVN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: móveis e indústrias diversas - quantum - índice (média 2006 = 100)";"Importações - setor: móveis e indústrias diversas - quantum - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7310";"FUNCEX_MPAGPN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: agricultura e pecuária - preços - índice (média 2006 = 100)";"Importações - setor: agricultura e pecuária - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7311";"FUNCEX_MPECARVN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: extração de carvão mineral - preços - índice (média 2006 = 100)";"Importações - setor: extração de carvão mineral - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7312";"FUNCEX_MPEPETN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: extração de petróleo - preços - índice (média 2006 = 100)";"Importações - setor: extração de petróleo - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7313";"FUNCEX_MPEMMN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100)";"Importações - setor: extração de minerais metálicos - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7314";"FUNCEX_MPEMNMN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100)";"Importações - setor: extração de minerais não-metálicos - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7315";"FUNCEX_MPALBN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: produtos alimentícios e bebidas - preços - índice (média 2006 = 100)";"Importações - setor: produtos alimentícios e bebidas - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7316";"FUNCEX_MPTEXTN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: produtos têxteis - preços - índice (média 2006 = 100)";"Importações - setor: produtos têxteis - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7317";"FUNCEX_MPVESTN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: confecção de artigos do vestuário -  preços - índice (média 2006 = 100)";"Importações - setor: confecção de artigos do vestuário e acessórios - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7318";"FUNCEX_MPCALN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: preparação de couros, artefatos e calçados - preços - índice (média 2006 = 100)";"Importações - setor: preparação de couros seus artefatos e calçados - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7319";"FUNCEX_MPMADN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: produtos de madeira - preços - índice (média 2006 = 100)";"Importações - setor: produtos de madeira - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7320";"FUNCEX_MPPAPN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100)";"Importações - setor: celulose, papel e produtos de papel - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7321";"FUNCEX_MPPETCOMBN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: coque, refino de petróleo e combustíveis - preços - índice (média 2006 = 100)";"Importações - setor: coque, refino de petróleo e combustíveis - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7322";"FUNCEX_MPQUIMN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: produtos químicos - preços - índice (média 2006 = 100)";"Importações - setor: produtos químicos - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7323";"FUNCEX_MPPLASN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: artigos de borracha e plástico - preços - índice (média 2006 = 100)";"Importações - setor: artigos de borracha e plástico - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7324";"FUNCEX_MPMNMN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100)";"Importações - setor: produtos de minerais não-metálicos - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7325";"FUNCEX_MPMETBASN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: metalurgia básica - preços - índice (média 2006 = 100)";"Importações - setor: metalurgia básica - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7326";"FUNCEX_MPMETN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: produtos de metal - preços - índice (média 2006 = 100)";"Importações - setor: produtos de metal - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7327";"FUNCEX_MPMAQEQUN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100)";"Importações - setor: máquinas e equipamentos - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7328";"FUNCEX_MPMAQINFN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: máquinas para escritório e de informática - preços - índice (média 2006 = 100)";"Importações - setor: máquinas para escritório e de informática - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7329";"FUNCEX_MPMAQELETN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100)";"Importações - setor: máquinas, aparelhos e materiais elétricos - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7330";"FUNCEX_MPCOMN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: material eletrônico e de comunicações - preços - índice (média 2006 = 100)";"Importações - setor: material eletrônico e de comunicações - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7331";"FUNCEX_MPHOSPN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: equipamentos médico-hospitalares - preços - índice (média 2006 = 100)";"Importações - setor: equipamentos médico-hospitalares, de automação industrial e de precisão - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7332";"FUNCEX_MPVEICN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: veículos automotores, reboques, carrocerias - preços - índice(média 2006 = 100)";"Importações - setor: veículos automotores, reboques e carrocerias - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7333";"FUNCEX_MPOUTTRANSN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: outros equipamentos de transporte - preços - índice (média 2006 = 100)";"Importações - setor: outros equipamentos de transporte - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7334";"FUNCEX_MPMOVN";"Inativa";"Funcex/Séries CNAE 1.0";"Comércio exterior";"Importações - setor: móveis e indústrias diversas - preços - índice (média 2006 = 100)";"Importações - setor: móveis e indústrias diversas - preços - índice (média 2006 = 100)";"Não oculta";"Intranet";20;0;0;"Incluida em 15/abrr/2010.";NA;"FUNCEX";"Intranet";"Macro"
"7335";"CNI4_INEC4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 18/jul/2003 .";NA;"CNI4";"Internet";"Macro"
"7336";"CNI4_INECCOMP4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - compras de bens de maior valor - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): compras de bens de maior valor - índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 27/jul/2009 .";NA;"CNI4";"Internet";"Macro"
"7337";"CNI4_INECDESP4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - expectativa de desemprego - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): expectativa de desemprego - índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 27/jul/2009 .";NA;"CNI4";"Internet";"Macro"
"7338";"CNI4_INECEXP4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - expectativa de renda pessoal - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): expectativa de renda pessoal - índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 18/jul/2003 .";NA;"CNI4";"Internet";"Macro"
"7339";"CNI4_INECINF4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - expectativa de inflação - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): expectativa de inflação - índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 27/jul/2009 .";NA;"CNI4";"Internet";"Macro"
"7340";"CNI4_INECINT4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - expectativa de situação financeira - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): expectativa de situação financeira - índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 18/jul/2003 .";NA;"CNI4";"Internet";"Macro"
"7341";"CNI4_INECPER4";"Inativa";"CNI";"Percepção e expectativa";"Expectativa do consumidor (INEC) - endividamento - índice (média 2001 = 100)";"Índice nacional de expectativa do consumidor (INEC): endividamento - índice (média 2001 = 100)";"Não oculta";"Internet";0;0;0;"Incluída em 18/jul/2003 .";NA;"CNI4";"Internet";"Macro"
"7342";"GAMMA12_IGPCMTB12";"Inativa";"Outras fontes";"Preços";"IGPC-Mtb - Índice Geral de Preços ao Consumidor - índice (jan. 1967 = 100)";"IGPC-Mtb - Índice Geral de Preços ao Consumidor - índice (jan. 1967 = 100)";"Não oculta";"Internet";10;0;1;"Incluída em 19/abr/2010.";NA;"GAMMA12";"Internet";"Macro"
"7343";"GAMMA12_IGPCMTBG12";"Inativa";"Outras fontes";"Preços";"Inflação - Índice Geral de Preços ao Consumidor - IGPC-Mtb";"Inflação - Índice Geral de Preços ao Consumidor - IGPC-Mtb";"Não oculta";"Internet";10;0;1;"Incluída em 19/abr/2010.";NA;"GAMMA12";"Internet";"Macro"
"7344";"HIST_MTVNFOB";"Inativa";"Outras fontes";"Comércio exterior";"Importações - (FOB)";"Importações - (FOB)";"Não oculta";"Internet";90;0;1;"Incluída em 10/maio/2010.";NA;"HIST";"Internet";"Macro"
"7345";"HIST_MTVNFRETE";"Inativa";"Outras fontes";"Comércio exterior";"Importações - frete e demais despesas de transporte";"Importações - frete e demais despesas de transporte";"Não oculta";"Internet";90;0;1;"Incluída em 10/maio/2010.";NA;"HIST";"Internet";"Macro"
"7346";"ANAC_AKODOM";"Inativa";"Anac";"Transporte";"Transporte aéreo - assentos-quilômetros oferecidos - voos domésticos";"Assentos-quilômetros oferecidos em voos regulares domésticos";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7347";"ANAC_AKOINT";"Inativa";"Anac";"Transporte";"Transporte aéreo - assentos-quilômetros oferecidos - voos internacionais";"Assentos-quilômetros oferecidos em voos regulares internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7348";"ANAC_AKU";"Inativa";"Anac";"Transporte";"Transporte aéreo - assentos-quilômetros utilizados";"Assentos-quilômetros utilizados em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7349";"ANAC_AKUDOM";"Inativa";"Anac";"Transporte";"Transporte aéreo - assentos-quilômetros utilizados - voos domésticos";"Assentos-quilômetros utilizados em voos regulares domésticos";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7350";"ANAC_AKUINT";"Inativa";"Anac";"Transporte";"Transporte aéreo - assentos-quilômetros utilizados - voos internacionais";"Assentos-quilômetros utilizados em voos regulares internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7351";"ANAC_AKUPAG";"Inativa";"Anac";"Transporte";"Transporte aéreo - assentos-quilômetros utilizados pagos";"Assentos-quilômetros utilizados pagos em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7352";"ANAC_BAG";"Inativa";"Anac";"Transporte";"Transporte aéreo - bagagem transportada";"Toneladas-quilômetros de bagagem transportada em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7353";"ANAC_CARG";"Inativa";"Anac";"Transporte";"Transporte aéreo - carga transportada";"Toneladas-quilômetros de carga transportada em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7354";"ANAC_CARGDOM";"Inativa";"Anac";"Transporte";"Transporte aéreo - carga transportada - voos domésticos";"Toneladas-quilômetros de carga transportada em voos regulares domésticos";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7355";"ANAC_CARGINT";"Inativa";"Anac";"Transporte";"Transporte aéreo - carga transportada - voos internacionais";"Toneladas-quilômetros de carga transportada em voos regulares internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7356";"ANAC_CORR";"Inativa";"Anac";"Transporte";"Transporte aéreo - correio transportado";"Toneladas-quilômetros de correspondência transportada em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7357";"ANAC_ER";"Inativa";"Anac";"Transporte";"Transporte aéreo - etapas realizadas - qde.";"Etapas realizadas em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7358";"ANAC_ERDOM";"Inativa";"Anac";"Transporte";"Transporte aéreo - etapas realizadas - voos domésticos - qde.";"Etapas realizadas em voos regulares domésticos";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7359";"ANAC_ERINT";"Inativa";"Anac";"Transporte";"Transporte aéreo - etapas realizadas - voos internacionais - qde.";"Etapas realizadas em voos regulares internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7360";"ANAC_HV";"Inativa";"Anac";"Transporte";"Transporte aéreo - horas voadas";"Horas voadas em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7361";"ANAC_HVDOM";"Inativa";"Anac";"Transporte";"Transporte aéreo - horas voadas - voos domésticos";"Horas voadas em voos regulares domésticos";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7362";"ANAC_HVINT";"Inativa";"Anac";"Transporte";"Transporte aéreo - horas voadas - voos internacionais";"Horas voadas em voos regulares internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Internet";"Macro"
"7363";"ANAC_PAXPAG";"Inativa";"Anac";"Transporte";"Transporte aéreo - passageiros embarcados pagos";"Número de passageiros pagantes em voos regulares domésticos e internacionais";"Oculta";"Internet";730;0;0;"Incluída em 12/mai/2010";NA;"ANAC";"Oculta";"Macro"
"7364";"ANAC_KV";"Inativa";"Anac";"Transporte";"Transporte aéreo - quilômetros voados";"Quilometros percorridos em voos regulares domésticos e internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2011";NA;"ANAC";"Internet";"Macro"
"7365";"ANAC_KVDOM";"Inativa";"Anac";"Transporte";"Transporte aéreo - quilômetros voados - voos domésticos";"Quilometros percorridos em voos regulares domésticos";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2012";NA;"ANAC";"Internet";"Macro"
"7366";"ANAC_KVINT";"Inativa";"Anac";"Transporte";"Transporte aéreo - quilômetros voados - voos internacionais";"Quilometros percorridos em voos regulares internacionais";"Não oculta";"Internet";360;0;0;"Incluída em 12/mai/2013";NA;"ANAC";"Internet";"Macro"
"7367";"AETT_GASDUTOCARG";"Inativa";"ANTT/AETT";"Transporte";"Transporte dutoviário - cargas transportadas por gasoduto - qde.";"Cargas transportadas por gasodutos, em milhares toneladas";"Não oculta";"Internet";730;0;0;"incluída em 27/mai/2010";NA;"AETT";"Internet";"Macro"
"7368";"AETT_OLEDUTOCARG";"Inativa";"ANTT/AETT";"Transporte";"Transporte dutoviário - cargas transportadas por oleoduto - qde.";"Cargas transportadas por oleodutos, em milhares toneladas";"Não oculta";"Internet";730;0;0;"incluída em 27/mai/2010";NA;"AETT";"Internet";"Macro"
"7369";"AETT_MINDUTOCARG";"Inativa";"ANTT/AETT";"Transporte";"Transporte dutoviário - cargas transportadas por mineroduto - qde.";"Cargas transportadas por minerodutos, em milhares toneladas";"Não oculta";"Internet";1095;0;0;"incluída em 27/mai/2010";NA;"AETT";"Internet";"Macro"
"7370";"AETT_RODPAVEXTE";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - extensão das rodovias pavimentadas";"Extensão, em quilômetros, das rodovias federais, estaduais e municipais pavimentadas";"Não oculta";"Internet";730;0;0;"Incluída em 27/mai/2010";NA;"AETT";"Internet";"Macro"
"7371";"AETT_RODNPAVEXTE";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - extensão das rodovias não-pavimentadas";"Extensão, em quilômetros, das rodovias federais, estaduais e municipais não-pavimentadas";"Não oculta";"Internet";730;0;0;"Incluída em 27/mai/2010";NA;"AETT";"Internet";"Macro"
"7372";"AETT_RODEXTE";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - extensão das rodovias";"Extensão, em quilômetros, das rodovias federais, estaduais e municipais pavimentadas e não-pavimentadas";"Não oculta";"Internet";730;0;0;"Incluída em 27/mai/2010";NA;"AETT";"Internet";"Macro"
"7373";"ANATEL_SERVMOV";"Ativa";"Anatel";"Produção";"Telefone - acessos móveis em serviço";"Número de acessos telefônicos móveis em serviço";"Não oculta";"Internet";360;0;0;"Incluída em 31/mai/2010";NA;"ANATEL";"Internet";"Macro"
"7374";"ANATEL_SERVMOVFIX";"Ativa";"Anatel";"Produção";"Telefone - acessos móveis e fixos em serviço";"Número de acessos telefônicos móveis e fixos em serviço";"Não oculta";"Internet";360;0;0;"Incluída em 31/mai/2010";NA;"ANATEL";"Internet";"Macro"
"7375";"ANATEL_APARELHO";"Inativa";"Outras fontes";"Produção";"Telefone - aparelhos instalados";"Número de aparelhos telefônicos fixos instalados";"Não oculta";"Internet";45;0;1;"Incluída em 31/mai/2010";NA;"ANATEL";"Internet";"Macro"
"7376";"AETT_RODVEICAUT";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - frota nacional de veículos automotores - qde.";"Frota nacional de veículos automotores";"Não oculta";"Internet";730;0;1;"Incluída em 01/Junho/2010";NA;"AETT";"Internet";"Macro"
"7377";"AETT_RODAUTOMOV";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - frota nacional de automóveis - qde.";"Frota nacional de automóveis";"Não oculta";"Internet";730;0;1;"Incluída em 01/Junho/2011";NA;"AETT";"Internet";"Macro"
"7378";"AETT_RODCAMINH";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - frota nacional de caminhões - qde.";"Frota nacional de caminhões";"Não oculta";"Internet";730;0;1;"Incluída em 01/Junho/2012";NA;"AETT";"Internet";"Macro"
"7379";"AETT_RODONIBUS";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - frota nacional de ônibus - qde.";"Frota nacional de ônibus";"Não oculta";"Internet";730;0;1;"Incluída em 01/Junho/2013";NA;"AETT";"Internet";"Macro"
"7380";"AETT_RODOUTROS";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - frota nacional - outros - qde.";"Frota nacional - outros";"Não oculta";"Internet";730;0;1;"Incluída em 01/Junho/2014";NA;"AETT";"Internet";"Macro"
"7381";"AETT_RODMOTOS";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - frota nacional de motos - qde.";"Frota nacional de motos";"Não oculta";"Internet";730;0;0;"Incluída em 01/Junho/2015";NA;"AETT";"Internet";"Macro"
"7382";"AETT_RODCOLONIB";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - coletivo - ônibus utilizados - qde.";"Quantidade de ônibus utilizados no transporte coletivo interestadual e internacional de passageiros";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7383";"AETT_RODCOLPAX";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - coletivo - passageiros transportados - qde.";"Número de passageiros no transporte rodoviário coletivo interestadual e internacional";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7384";"AETT_RODCOLPK";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - coletivo - passageiros-quilômetros transportados - qde.";"Quantidade de passageiros x quilometros transportados no transporte coletivo interestadual e internacional";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7385";"AETT_RODCOLVR";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - coletivo - viagens realizadas - qde.";"Quantidade de  viagens realizadas no transporte coletivo interestadual e internacional de passageiros";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7386";"AETT_RODCOLD";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - coletivo - distância percorrida";"Distância percorrida pela frota no transporte coletivo interestadual e internacional de passageiros";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7387";"AETT_RODFRETEMP";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - empresas habilitadas por tipo de fretamento - qde.";"Quantidade de empresas habilitadas no transporte autorizado de passageiros por fretamentos eventual e turístico";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7388";"AETT_RODAMO";"Inativa";"ANTT/AETT";"Transporte";"Transporte rodoviário - número médio de assentos por ônibus - qde.";"Quantidade do número médio de assentos por ônibus";"Não oculta";"Internet";730;0;0;"Incluída em 07/jun/2010";NA;"AETT";"Internet";"Macro"
"7389";"ANFAVE_MQVEICL";"Ativa";"Anfavea";"Comércio exterior";"Importações - automóveis - montados - qde.";"Importações - automóveis - montados - qde.";"Não oculta";"Intranet";360;0;1;"Incluída em 09/jun/2010.";NA;"ANFAVE";"Intranet";"Macro"
"7390";"HIST_TELEGRAFO";"Inativa";"Outras fontes";"Produção";"Produção - telegramas expedidos - qde.";"Telegramas emitidos";"Não oculta";"Internet";360;0;1;"Incluída em 09/jun/2010";NA;"HIST";"Internet";"Macro"
"7391";"ARROZ";"Ativa";"OUTFONTE";"Preços";"Preço médio - arroz - arroba";"Preço médio - arroz - arroba";"Não oculta";"Internet";NA;0;NA;NA;NA;"ARROZ";"Internet";"Regional"
