"";"SERCODIGOTROLL";"SERSTATUS";"FNTID";"TEMID";"SERNOME_P";"SERDESCRICAO_P";"SERLIBERADA";"SERPRIVATIVA";"SERPRAZOATUALIZACAO";"SERINDICADORIPEA";"SERHISTORICA";"SERHISTORICO";"SERINDGER";"BANCO";"COND_EXIB";"GRANDE_TEMA"
"11921";"BM12_SFPRIHAB12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado - habitação";"Operações de crédito do sistema financeiro ao setor privado - habitação";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11922";"BM12_SFPRIRUR12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado - rural";"Operações de crédito do sistema financeiro ao setor privado - rural";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11923";"BM12_SFPRICOM12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado - comércio";"Operações de crédito do sistema financeiro ao setor privado - comércio";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11924";"BM12_SFPRIPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado - pessoas físicas";"Operações de crédito do sistema financeiro ao setor privado - pessoas físicas";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11925";"BM12_SFPRIOUT12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado - outros serviços";"Operações de crédito do sistema financeiro ao setor privado - outros serviços";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11926";"BM12_SFPRI12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito ao setor privado";"Operações de crédito do sistema financeiro ao setor privado";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11927";"BM12_SFRLCAPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - concessões acumuladas - PF";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - concessões acumuladas - pessoa física";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11928";"BM12_SFRLCAPJ12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - concessões acumuladas - PJ";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - concessões acumuladas - pessoa jurídica";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11929";"BM12_SFRLCA12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - concessões acumuladas";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - concessões acumuladas";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11930";"BM12_SFRLTXPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - taxa de juros - PF";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - taxa de juros - pessoa física";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11931";"BM12_SFRLTXPJ12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - taxa de juros - PJ";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - taxa de juros - pessoa jurídica";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11932";"BM12_SFRLTX12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - taxa de juros";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - taxa de juros";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11933";"BM12_SFRLSPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - spread - PF";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - spread - pessoa física";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11934";"BM12_SFRLSPJ12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - spread - PJ";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - spread - pessoa jurídica";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11935";"BM12_SFRLS12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - spread";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - spread";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11936";"BM12_SFRLPMPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - prazo médio - PF";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - prazo médio - pessoa física";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11937";"BM12_SFRLPMPJ12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - prazo médio - PJ";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - prazo médio - pessoa jurídica";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11938";"BM12_SFRLPM12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - prazo médio";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - prazo médio";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11939";"BM12_SFPLINPF12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - inadimplência - PF";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - inadimplência - pessoa física";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11940";"BM12_SFPLINPJ12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - inadimplência - PJ";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - inadimplência - pessoa jurídica";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11941";"BM12_SFPLIN12";"Inativa";"Bacen/Not. Imp./Moeda";"Moeda e crédito";"Operações de crédito aos setores público e privado - recursos livres - inadimplência";"Operações de crédito do sistema financeiro aos setores público e privado - recursos livres - inadimplência";"Oculta";"Internet";30;0;0;"Incluída em 07/out/2004.";NA;"BM12";"Oculta";"Macro"
"11942";"TXPART";"Ativa";"IPEA";"Mercado de trabalho";"Taxa de participação";"Taxa de participação";"Não oculta";"Internet";NA;0;0;NA;NA;"TXPART";"Internet";"Social"
"11943";"TXPART_M";"Ativa";"IPEA";"Mercado de trabalho";"Taxa de participação - mulheres";"Taxa de participação - mulheres";"Não oculta";"Internet";NA;0;0;NA;NA;"TXPART";"Internet";"Social"
"11944";"TXPART_H";"Ativa";"IPEA";"Mercado de trabalho";"Taxa de participação - homens";"Taxa de participação - homens";"Não oculta";"Internet";NA;0;0;NA;NA;"TXPART";"Internet";"Social"
"11945";"LSPA_AALGA";"Inativa";"IBGE/PAM";"Produção";"Área colhida - algodão - arbóreo (caroço)";"Área colhida - algodão - arbóreo (caroço)";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11946";"LSPA_AALGH";"Ativa";"IBGE/PAM";"Produção";"Área colhida - algodão - herbáceo (caroço)";"Área colhida - algodão - herbáceo (caroço)";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11947";"LSPA_AAMEN";"Ativa";"IBGE/PAM";"Produção";"Área colhida - amendoim";"Área colhida - amendoim";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11948";"LSPA_AARRO";"Ativa";"IBGE/PAM";"Produção";"Área colhida - arroz";"Área colhida - arroz";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11949";"LSPA_ABANA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - banana";"Área colhida - banana";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11950";"LSPA_ABATI";"Ativa";"IBGE/PAM";"Produção";"Área colhida - batata inglesa";"Área colhida - batata inglesa";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11951";"LSPA_ACACA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - cacau";"Área colhida - cacau";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11952";"LSPA_ACAFE";"Ativa";"IBGE/PAM";"Produção";"Área colhida - café";"Área colhida - café";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11953";"LSPA_ACANA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - cana-de-açúcar";"Área colhida - cana-de-açúcar";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11954";"LSPA_ACEBO";"Ativa";"IBGE/PAM";"Produção";"Área colhida - cebola";"Área colhida - cebola";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11955";"LSPA_AFEIJ";"Ativa";"IBGE/PAM";"Produção";"Área colhida - feijão";"Área colhida - feijão";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11956";"LSPA_AFUMO";"Ativa";"IBGE/PAM";"Produção";"Área colhida - fumo";"Área colhida - fumo";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11957";"LSPA_ALARA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - laranja";"Área colhida - laranja";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11958";"LSPA_AMAND";"Ativa";"IBGE/PAM";"Produção";"Área colhida - mandioca";"Área colhida - mandioca";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11959";"LSPA_AMILH";"Ativa";"IBGE/PAM";"Produção";"Área colhida - milho";"Área colhida - milho";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11960";"LSPA_ASOJA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - soja";"Área colhida - soja";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11961";"LSPA_ATOMA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - tomate";"Área colhida - tomate";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11962";"LSPA_ATRIG";"Ativa";"IBGE/PAM";"Produção";"Área colhida - trigo";"Área colhida - trigo";"Não oculta";"Internet";360;0;1;NA;NA;"LSPA";"Internet";"Macro"
"11963";"LSPA_AUVA";"Ativa";"IBGE/PAM";"Produção";"Área colhida - uva";"Área colhida - uva";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11964";"LSPA_APIME";"Ativa";"IBGE/PAM";"Produção";"Área colhida - pimenta do reino";"Área colhida - pimenta do reino";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11965";"LSPA_VALGA";"Inativa";"IBGE/PAM";"Produção";"Produção - algodão - arbóreo (caroço)";"Produção de algodão arbóreo (caroço)";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11966";"LSPA_VALGH";"Ativa";"IBGE/PAM";"Produção";"Produção - algodão - herbáceo (caroço)";"Produção de algodão herbáceo (caroço)";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11967";"LSPA_VAMEN";"Ativa";"IBGE/PAM";"Produção";"Produção - amendoim";"Produção de amendoim";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11968";"LSPA_VQARRO";"Ativa";"IBGE/PAM";"Produção";"Produção - arroz";"Produção de arroz";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11969";"LSPA_VBANA";"Ativa";"IBGE/PAM";"Produção";"Produção - banana";"Produção de banana";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11970";"LSPA_VBATI";"Ativa";"IBGE/PAM";"Produção";"Produção - batata inglesa";"Produção de batata inglesa";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11971";"LSPA_VCACA";"Ativa";"IBGE/PAM";"Produção";"Produção - cacau";"Produção de cacau";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11972";"LSPA_VCAFE";"Ativa";"IBGE/PAM";"Produção";"Produção - café";"Produção de café";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11973";"LSPA_VCANA";"Ativa";"IBGE/PAM";"Produção";"Produção - cana-de-açúcar";"Produção de cana-de-açúcar";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11974";"LSPA_VCEBO";"Ativa";"IBGE/PAM";"Produção";"Produção - cebola";"Produção de cebola";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11975";"LSPA_VFEIJ";"Ativa";"IBGE/PAM";"Produção";"Produção - feijão";"Produção de feijão";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11976";"LSPA_VFUMO";"Ativa";"IBGE/PAM";"Produção";"Produção - fumo";"Produção de fumo";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11977";"LSPA_VLARA";"Ativa";"IBGE/PAM";"Produção";"Produção - laranja";"Produção de laranja";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11978";"LSPA_VMAND";"Ativa";"IBGE/PAM";"Produção";"Produção - mandioca";"Produção de mandioca";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11979";"LSPA_VMILH";"Ativa";"IBGE/PAM";"Produção";"Produção - milho";"Produção de milho";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11980";"LSPA_VPIME";"Ativa";"IBGE/PAM";"Produção";"Produção - pimenta do reino";"Produção de pimenta do reino";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11981";"LSPA_VSOJA";"Ativa";"IBGE/PAM";"Produção";"Produção - soja";"Produção de soja";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11982";"LSPA_VTOMA";"Ativa";"IBGE/PAM";"Produção";"Produção - tomate";"Produção de tomate";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11983";"LSPA_VTRIG";"Ativa";"IBGE/PAM";"Produção";"Produção - trigo";"Produção de trigo";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11984";"LSPA_VUVA";"Ativa";"IBGE/PAM";"Produção";"Produção - uva";"Produção de uva";"Não oculta";"Internet";360;0;1;"Incluída em 29/nov/2004";NA;"LSPA";"Internet";"Macro"
"11985";"ACIDT";"Ativa";"Datasus";"Segurança Pública";"Número de vítimas de acidentes de trânsito";"Número de vítimas de acidentes de trânsito";"Não oculta";"Internet";NA;0;0;NA;NA;"ACIDT";"Internet";"Regional"
"11986";"ACIDTF";"Ativa";"Datasus";"Segurança Pública";"Número de vítimas de acidentes de trânsito do sexo feminino";"Número de vítimas de acidentes de trânsito do sexo feminino";"Não oculta";"Internet";NA;0;0;NA;NA;"ACIDTF";"Internet";"Regional"
"11987";"ACIDTFJ";"Ativa";"Datasus";"Segurança Pública";"Número de vítimas de acidentes de trânsito de jovens de 15 a 29 anos do sexo feminino";"Número de vítimas de acidentes de trânsito de jovens de 15 a 29 anos do sexo feminino";"Não oculta";"Internet";NA;0;0;NA;NA;"ACIDTFJ";"Internet";"Regional"
"11988";"ACIDTJ";"Ativa";"Datasus";"Segurança Pública";"Número de vítimas de acidentes de trânsito de jovens de 15 a 29 anos";"Número de vítimas de acidentes de trânsito de jovens de 15 a 29 anos";"Não oculta";"Internet";NA;0;0;NA;NA;"ACIDTJ";"Internet";"Regional"
"11989";"ACIDTM";"Ativa";"Datasus";"Segurança Pública";"Número de vítimas de acidentes de trânsito do sexo masculino";"Número de vítimas de acidentes de trânsito do sexo masculino";"Não oculta";"Internet";NA;0;0;NA;NA;"ACIDTM";"Internet";"Regional"
"11990";"ACIDTMJ";"Ativa";"Datasus";"Segurança Pública";"Número de vítimas de acidentes de trânsito de jovens de 15 a 29 anos do sexo masculino";"Número de vítimas de acidentes de trânsito de jovens de 15 a 29 anos do sexo masculino";"Não oculta";"Internet";NA;0;0;NA;NA;"ACIDTMJ";"Internet";"Regional"
"11991";"HOMIC";"Ativa";"Datasus";"Segurança Pública";"Número de homicídios";"Número de homicídios";"Não oculta";"Internet";NA;0;0;NA;NA;"HOMIC";"Internet";"Regional"
"11992";"HOMICF";"Ativa";"Datasus";"Segurança Pública";"Número de homicídios do sexo feminino";"Número de homicídios do sexo feminino";"Não oculta";"Internet";NA;0;0;NA;NA;"HOMICF";"Internet";"Regional"
"11993";"HOMICFJ";"Ativa";"Datasus";"Segurança Pública";"Número de homicídios de jovens de 15 a 29 anos do sexo feminino";"Número de homicídios de jovens de 15 a 29 anos do sexo feminino";"Não oculta";"Internet";NA;0;0;NA;NA;"HOMICFJ";"Internet";"Regional"
